NAME,DETAIL,PHONE,ADDR1,ZIP,BORO,X,Y,EMAIL,WEBSITE
BRONX EARLY LEARNING CENTER,,718-466-3583,1887 Bathgate Avenue,10457,Bronx,1012610,247677,snissim@voa-gny.org,www.voa-gny.org
New Covenant Christian School,,718-328-6072,1181 Boston Road,10456,Bronx,1011106,241389,admin@ncchristianschool.org,ncchristianschool.org
Fort George Universal Pre-K,,212-795-9184,489 Saint Pauls Place,10456,Bronx,1010913,243946,AGROSSBARD@FTGEOCENTERHS.ORG,
United Bronx Parents,,917-259-7442,1332 Fulton Avenue,10456,Bronx,1011231,242773,awhite@promesa.org,Acacia Network
LA PENINSULA 175 Street,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-215-8751,499 EAST 175 STREET,10457,Bronx,1012307,247051,rsutton@lapen.com,
BronxWorks,,347-590-8955,1472 Montgomery Avenue,10453,Bronx,1006112,248011,tomokpo@bronxworks.org,www.bronxworks.org
Fabiana Day Care Academy Universal Pre-K,,718-588-4545,937 Teller Avenue,10451,Bronx,1007579,240281,rebonano@gmail.com,
Promesa Head Start,,718-741-1951,1650 Undercliff Avenue,10453,Bronx,1006054,248879,varies@promesa.org,Acacia Network
Jesus Loves the Little Angels 2,,570-216-6053,1500 Morris Avenue,10457,Bronx,1009174,245447,imatthew02@hotmail.com,
All Seasons ABC Day Care LLC,,718-410-9200,190 East 162 Street,10451,Bronx,1006128,240690,Allseasonsabc@optonline.net,www.allseasonsdaycarebronx.com
M&M 24 Hour Daycare,,718-924-6531,1027 Walton Avenue,10452,Bronx,1005806,242085,mmdaycarebx@gmail.com,
Garden of Learning and Discovery Pre-K Center at 1434 Ogden Avenue,,718-583-8975,1434 Ogden Avenue,10452,Bronx,1005417,246614,rbatista@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District9PKC
P.S. 3 Raul Julia Micro Society,,718-584-1899,2100 LAFONTAINE AVENUE,10457,Bronx,1014171,249042,DBrown55@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x003
P.S. 9 Ryer Avenue Elementary School,,718-584-3291,230 East 183 Street,10458,Bronx,1012258,251425,JBailey5@schools.nyc.gov,https://ps9online.org
"P.S./M.S. 20 P.O.George J. Werdann, III",,718-515-9370,3050 WEBSTER AVENUE,10467,Bronx,1017702,256118,JRiley3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x020
P.S. 023 The New Children's School,,718-584-3992,2151 WASHINGTON AVENUE,10457,Bronx,1013356,250167,storres3@schools.nyc.gov,www.ps23bronx.org
P.S. 32 Belmont,,718-584-3645,690 East 183 Street,10458,Bronx,1015772,249682,rbookman@schools.nyc.gov,https://www.ps32belmont.com
P.S. 033 Timothy Dwight,,718-584-3926,2424 JEROME AVENUE,10468,Bronx,1011575,253227,Lsantos4@schools.nyc.gov,
P.S. 051 Bronx New School,,718-733-0347,695 EAST 182 STREET,10457,Bronx,1015560,249327,mhong@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x051
P.S./I.S. 54,,718-584-4203,2703 WEBSTER AVENUE,10458,Bronx,1015291,254403,mferrei@schools.nyc.gov,
P.S. 059 The Community School of Technology,,718-584-4730,2185 BATHGATE AVENUE,10457,Bronx,1013708,250098,sbasu@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x059
Bedford Park Elementary School,,718-696-6400,3177 Webster Avenue,10467,Bronx,1018597,257169,bpesx77@gmail.com,
P.S. 85 Great Expectations,,718-584-5275,2400 MARION AVENUE,10458,Bronx,1013385,252272,amacleo@schools.nyc.gov,www.ps85bronx.org
P.S. 086 Kingsbridge Heights,,718-584-5585,2756 RESERVOIR AVENUE,10468,Bronx,1012385,256185,agarcia16@schools.nyc.gov,
P.S. 207,,718-796-9645,3030 GODWIN TERRACE,10463,Bronx,1010158,259254,Akravit2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x207
P.S. 209,,718-364-0085,313 EAST 183 STREET,10458,Bronx,1012625,251425,AKeegan2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x209
P.S. 226,,718-583-5560,1950 SEDGWICK AVENUE,10453,Bronx,1007450,251055,gdarden@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x226
P.S. 310 Marble Hill,,718-796-9434,260 West Kingsbridge Road,10463,Bronx,1010444,257205,ECardon2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x310
P.S. 340,,718-220-1830,25 West 195 Street,10468,Bronx,1012674,255963,anichol@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x340
Ampark Neighborhood,,718-548-3451,3961 Hillman Avenue,10463,Bronx,1014320,260960,bdurgin@schools.nyc.gov,https://www.amparkneighborhoodschool.org
P.S. 360,,718-548-1511,2880 KINGSBRIDGE TERRACE,10463,Bronx,1011283,257987,jtorres60@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x360
School for Environmental Citizenship,,718-563-3292,125 East 181 Street,10453,Bronx,1010935,250846,LFox2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x386
P.S. 396,,718-294-0862,1930 ANDREWS AVENUE,10453,Bronx,1008316,250639,tcostello@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x396
AMALGAMATED NURSERY SCHOOL,,718-543-8688,3980 Orloff Avenue,10463,Bronx,1014084,261453,amalgamatedns@gmail.com,www.amalgamatednurseryschool.com
Our Lady of Mount Carmel,,718-295-6080,2465 Bathgate Avenue,10458,Bronx,1014990,252015,aguzman@mtcarmelschoolbronx.org,https://mtcarmelschoolbronx.org
Saint Ann - Our Lady of Mount Carmel Annex,,718-653-2292,260 East 207 Street,10467,Bronx,1017830,260531,stbrendanschoolbronx@gmail.com,stbrendanschoolbronx.org
St. Gabriel School,,718-884-1020,590 WEST 235 STREET,10463,Bronx,1008741,262055,mlaporte@saintgabrielschoolbronx.org,www.saintgabrielschoolbronx.org
Saint John School,,718-548-0255,3143 Kingsbridge Avenue,10463,Bronx,1010258,260215,b242@adnyeducation.org,www.stjohnschoolbronx.org
Saint Margaret of Cortona,,718-549-8580,452 West 260 Street,10471,Bronx,1011055,270141,tosborn@smcsriverdale.org,smcsriverdale.org
St. Philip Neri School,,718-365-8806,3031 Grand Concourse,10468,Bronx,1015416,257686,bcapoccia@stphilipneribronx.org,https://school.stphilipneribronx.org/
St. Simon Stock,,718-367-0453,2195 Valentine Avenue,10457,Bronx,1012174,250892,tbraswell@stsimonstockschool.org,www.stsimonstockschool.org
Trabajamos Community Head Start,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,917-259-7081,1997 Bathgate Avenue,10457,Bronx,1013008,248709,lbtrabajamos_hs@yahoo.com,https://www.trabajamoscommunityheadstart.com
Northeast Bronx Day Care Center (Susan Wagner),,718-601-5401,5401 Post Road,10471,Bronx,1012413,267701,sewriverdale@gmail.com,
LSSMNY: Early LIFE Children's Center 1,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,347-297-2900,80 East 181 Street,10453,Bronx,1010712,250788,malford@lssny.org,https://http://lssny.org
Be Above 52,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-466-7519,1810 Davidson Avenue,10453,Bronx,1008628,248837,gmoriah@babove.com,
"Concourse House, HDFC",,917-801-2515,2348 Webster Avenue,10458,Bronx,1013411,251627,wgelabert@concoursehouse.org,www.concoursehouse.org
Harry H. Gordon School (NYL),,718-367-5917,2465 Bathgate Avenue,10458,Bronx,1014939,251939,kgorman@nylel.org,www.nylel.org
"Saint Jemuel Group Family Day Care, Inc.",<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-601-9753,2836 Webb Avenue,10468,Bronx,1011744,257263,stjemuel@yahoo.com,https://www.saintjemueldaycare.org
Riverdale Nursery School And Family Center,,718-884-3950,3816 Waldo Avenue,10463,Bronx,1010899,262721,Info@rnsf.org,www.rnsfc.org
Kingsbridge Heights Community Center,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-690-9466,295 West 231 Street,10463,Bronx,1009731,260248,joconnor@khcc-nyc.org,https://http://www.khcc-nyc.org
Trabajamos Community Head Start,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,917-962-9720,2167 University Avenue,10453,Bronx,1009274,251887,pcordero.trabajamos@gmail.com,
Mosholu Montefiore - Van Cortlandt,,718-543-0231,3880 Sedgwick Avenue,10463,Bronx,1013642,260882,cortilla@mmcc.org,mmcc.org
Belmont Community Day Care Center,,718-584-1576,2340 Cambreleng Avenue,10458,Bronx,1016011,250310,bcdaycare@verizon.net,Belmontdaycarecenter.com
BRENDA'S PLAYSCHOOL,,718-796-5048,3930 Bailey Avenue,10463,Bronx,1013286,261771,brendacaceres@aol.com,
Kingsbridge Montessori School,,718-561-8111,2500 Jerome Avenue,10468,Bronx,1012039,254055,jasmineedu@aol.com,www.RiverdaleKingsbridgeMontessori.com
Riverdale Montessori School,,718-543-4884,5705 Mosholu Avenue,10471,Bronx,1011806,269258,jasmineedu@aol.com,www.RiverdaleKingsbridgeMontessori.com
Kingsbridge Heights Community Center,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-884-0700,3101 Kingsbridge Terrace,10463,Bronx,1011744,259002,joconnor@khcc-nyc.org,https://http://www.khcc-nyc.org
MARBLE HILL NURSERY SCHOOL,,718-562-7055,5470 Broadway,10463,Bronx,1009996,258430,marblehill5470@aol.com,https://marblehillnurseryschool.org
Mosholu Montefiore Community Center - NORTHSIDE ANNEX,,718-405-0020,3512 Dekalb Avenue,10467,Bronx,1017452,260836,jcruz@mmcc.org,https://mmcc.org
Child Development Center of Mosholu Montefiore CC,,718-654-0563,3450 DeKalb Avenue,10467,Bronx,1017203,260454,mdcastro@mmcc.org,https://mmcc.org
"RIVERDALE NEIGHBORHOOD HOUSE, INC.",,718-549-8100,5521 Mosholu Avenue,10471,Bronx,1010824,268413,kpowers@riverdaleonline.org,https://riverdaleonline.org
Riverdale Presbyterian Church School,,718-548-8260,4765 Henry Hudson Parkway West,10471,Bronx,1009336,265654,laurenrpcns@gmail.com,www.rpcnurseryschool.com
RIVERDALE TEMPLE NURSERY SCHOOL,,718-796-0335,4545 Independence Avenue,10471,Bronx,1008351,264156,nsdirector.rtns@gmail.com,www.riverdaletemplens.org
Riverdale Y Early Childhood Program,,347-913-4445,5625 Arlington Avenue,10471,Bronx,1009650,269077,mgluckman@riverdaley.org,riverdaley.org
SPUYTEN DUYVIL PRESCHOOL,,718-549-1525,3041 Kingsbridge Avenue,10463,Bronx,1009812,259691,director@spuytenduyvilpreschool.org,www.spuytenduyvilpreschool.org
Round the Clock Nursery,,718-329-6023,2380 Marion Avenue,10458,Bronx,1013188,251996,bronx.rcn@gmail.com,www.roundtheclocknursery.org
Saint Dominic?s TORCH,,718-365-7238,2340 Andrews Avenue,10468,Bronx,1010129,253401,erosally@sdfs.org,www.sdfs.org
Salvation Army - Tremont,,718-563-1530,2121 Washington Avenue,10457,Bronx,1013186,249763,kathrynmeyer@use.salvationarmy.org,Salvationarmy.org
1199 Future of America Learning Center,,718-562-2915,2500 Creston Avenue,10468,Bronx,1012506,253623,Erica.vincenty@1199ccc.org,Https://www.childcarecorp.org/falc/
Lehman College Childcare Center,,718-960-7436,250 Bedford Park Boulevard West,10468,Bronx,1013778,258009,lehmankidsinfo@imagineelc.com,www.imagineelc.com
Bronx Day Care Center Inc.,,718-299-2275,559 East Tremont Avenue,10457,Bronx,1013339,247756,Bronxdaycarecenter@gmail.com,https://WWW.BRONXDAYCAREPROVIDER.COM
Tolentine Zeiser Community Life Center,,718-933-6935,2340 Andrews Avenue,10468,Bronx,1010162,253394,mgmaggie2@aol.com,www.TZCLC.ORG
Lion of Judah Christian Academy (LOJCA),,718-772-3238,2336 Andrews Avenue,10468,Bronx,1010085,253313,lojcarev55@yahoo.com,www.lojca.com
"Bright Star Day Care at Rochambeau, Inc.",,718-881-2000,3130 Rochambeau Avenue,10467,Bronx,1017415,257712,brightstar3130@gmail.com,
Bronx Community College Early Childhood Center,,718-289-5461,2010 Sedgwick Avenue,10468,Bronx,1007708,251676,jitinder.walia@bcc.cuny.edu,www.bcc.cuny.edu
"MARC Academy and Family Center, Inc.",,718-562-6080,2863 Webster Avenue,10458,Bronx,1016274,255145,ayork@marcafc.org,www.marcafc.org
Miss Francine Day School II,,718-295-3100,2169 Grand Concourse,10453,Bronx,1011503,250821,lloyd714@aol.com,http://www.missfrancineschool.com/
Bedrock Preschool,,718-.88-0020,3220 Arlington Avenue,10463,Bronx,1008588,261603,Info@bedrockpreschool.com,Www.bedrockpreschool.com
Reach One To Teach One,,718-220-8406,5480 Broadway,10463,Bronx,1010033,258463,reachonetoteachoneelc@gmail.com,https://reachonetoteachone.org
Lil Inventors - University Avenue,,718-795-7225,75 West 190 Street,10468,Bronx,1011075,254557,Mcolon@lilinventors.com,Lilinventors.com
Little Scholars Early Development Center,,718-576-6630,15 West 176 Street,10453,Bronx,1008405,248418,jcorniel29@gmail.com,https://littlescholarsedc.com
Yearling Nursery School,<b>Note:</b> Prioritize 20% of seats for students who have a home language other than English.,718-549-1606,604 West 227 Street,10463,Bronx,1007594,260008,Yearling78@aol.com,YearlingNurserySchool.com
Arcadia Children's Daycare,,718-561-8062,2195 Grand Concourse,10453,Bronx,1011551,251153,arcadiadaycare@gmail.com,arcadiachildren'sdaycare.com
The Learning Experience,,718-708-5884,3210 Riverdale Avenue,10463,Bronx,1009643,260990,riverdale@tlechildcare.com,https://www.thelearningexperience.com/our-centers/ny/bronx/riverdale
Rose Hill Pre-K Center at 2512 Marion Avenue,,929-303-3925,2512 Marion Avenue,10458,Bronx,1013841,253070,NMcguirk@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District10PKC
Rose Hill Pre-K Center at 3605 Sedgwick Avenue,,718-543-2581,3605 Sedgwick Avenue,10463,Bronx,1012875,260464,nlubka@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District10PKC
Rose Hill Pre-K Center at 3560 Webster Avenue,,718-920-0680,3560 Webster Avenue,10467,Bronx,1020020,260225,TLorenz@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District10PKC
Rose Hill Pre-K Center at 5500 Broadway,,718-329-8480,5500 Broadway,10463,Bronx,1010194,258829,WRodriguez3@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District10PKC
Rose Hill Pre-K Center at 2490-2500 Webster Avenue,,347-735-4018,2490-2500 Webster Avenue,10458,Bronx,1014062,252926,JSarkodie@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District10PKC
P.S. 016 Wakefield,,718-324-1262,4550 CARPENTER AVENUE,10470,Bronx,1024477,268049,moconne2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x016
P.S. 068 Bronx,,718-324-2854,4011 MONTICELLO AVENUE,10466,Bronx,1028857,264112,Nrobinson@schools.nyc.gov,ps68bronx.org
P.S. 078 Anne Hutchinson,,718-652-1244,1400 NEEDHAM AVENUE,10469,Bronx,1025542,259409,Cskerri@schools.nyc.gov,
P.S. 089 Bronx,,718-653-0835,980 MACE AVENUE,10469,Bronx,1023177,253641,bgashi@schools.nyc.gov,https://www.ps89x.org/contact
P.S. 097 Bronx,"<b>Note:</b>  This program has just been added for the upcoming school year! To apply, you must call 718-935-2009 (Monday-Friday between 8am and 6pm) by the <b>August 22 deadline.</b>",718-655-4446,1375 MACE AVENUE,10469,Bronx,1026628,253670,KBornka@schools.nyc.gov,
P.S. 105 Sen Abraham Bernstein,,718-824-7350,725 BRADY AVENUE,10462,Bronx,1021247,250104,cmadonnamuccino@schools.nyc.gov,
P.S. 106 Parkchester,,718-892-1006,1514 OLMSTEAD AVENUE,10462,Bronx,1024405,244366,emontal@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x106
P.S. 108 Philip J. Abinanti,,718-863-9829,1166 NEILL AVENUE,10461,Bronx,1024921,250658,CSperra@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x108
P.S. 111 Seton Falls,,718-881-2418,3740 BAYCHESTER AVENUE,10466,Bronx,1028527,261585,aburrell@schools.nyc.gov,
P.S. 112 Bronxwood,,718-654-6377,1925 SCHIEFFELIN AVENUE,10466,Bronx,1027392,261662,atucci@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x112
P.S. 121 Throop,,718-654-2055,2750 THROOP AVENUE,10469,Bronx,1025564,255179,gmartin9@schools.nyc.gov,http://scholls.nyc.gov/SchoolPortals/11/121/default.htm
P.S. 153 Helen Keller,,718-904-5550,650 BAYCHESTER AVENUE,10475,Bronx,1030375,257393,grivera42@schools.nyc.gov,www.153helenkeller.org
P.S. 160 Walt Disney,,718-822-8402,4140 Hutchinson River Parkway East,10475,Bronx,1032914,254226,Kgray6@schools.nyc.gov,http://www.thewaltdisneyschool.org/
Baychester Academy,,718-325-1138,3500 EDSON AVENUE,10466,Bronx,1028633,260367,cvaugha2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x169
Cornerstone Academy for Social Action,,718-794-6160,3441 STEENWICK AVENUE,10475,Bronx,1031010,261120,JBellon@schools.nyc.gov,
Young Voices Academy of the Bronx,,718-794-4080,800 LYDIG AVENUE,10462,Bronx,1021967,250517,NCruz8@schools.nyc.gov,
Linden Tree Elementary School,,718-239-7401,1560 PURDY STREET,10462,Bronx,1024930,244813,ldebonis@schools.nyc.gov,https://Lindentree567.com
Holy Rosary School,,718-652-1838,1500 Arnow Avenue,10469,Bronx,1027856,255340,Maryann.fusco@archny.org,https://holyrosaryschoolbronx.org
Nativity of Our Blessed Lady,,718-324-2188,3893 Dyre Avenue,10466,Bronx,1030814,263142,douglas.klice@archny.org,nativityschoolbronx.org
Our Lady of Grace School,,718-547-9918,3981 Bronxwood Avenue,10466,Bronx,1024361,262183,principal@olgschoolbronx.com,www.olgschoolbronx.com
Regent School,,718-653-2900,719 East 216 Street,10467,Bronx,1022122,260407,regentschool1947@gmail.com,www.regentschool.com
Saint Clare of Assisi School,,718-892-4080,1911 Hone Avenue,10461,Bronx,1023890,249407,theres.bivona@archny.org,stclareofassisischool.org
Saint Francis of Assisi School,,718-994-4650,4300 Baychester Avenue,10466,Bronx,1027113,266168,principal@sfabx.com,sfabx.com
